uid,car_vin,car_company,car_model,car_model_year,car_color
982dd294-d9bb-4c99-8e71-ee372f34801a,1N6AD0CU3EN815128,Mercury,Sable,1987,Violet
846e8480-ac11-49c1-a76d-841989e5cc0f,WA1DGBFE2BD365250,Jeep,Compass,2009,Orange
9c94656b-f56e-4c08-b7b4-ca8663c93bc4,1G6DK8EG9A0163931,Dodge,Ram Van B150,1993,Red
40dffe3f-e325-4ac8-9bf7-eef98e03db09,YV4952CF2C1182459,Eagle,Talon,1990,Teal
2f2ebe8b-bd2e-484f-85fb-61c6e5080073,WAUSF98K29A405752,Hyundai,Elantra,1999,Khaki
31e8509f-54a9-49b2-980d-2b7154b3853f,1G6KS54Y33U854156,Subaru,Impreza,2004,Fuscia
396c3316-fe08-474d-94be-d20c5d455f20,1GD01ZCG3DF681036,Volvo,C30,2013,Aquamarine
cf64b352-3183-4d78-9c79-c35dcbbf1560,SCFFDCCD0AG663240,Dodge,Durango,2008,Mauv
acd037f0-8680-49f8-9f3f-294e736e5630,WAUKH78E88A498851,Buick,Regal,2002,Aquamarine
d0f9f047-a6ae-4a93-8f31-9463b46d20f9,JN1AZ4EH3AM704206,Mercedes-Benz,E-Class,1991,Crimson
3cfd937e-a445-4234-85ed-7c1371e341f4,JM1BL1H40A1598681,Oldsmobile,Cutlass,1997,Teal
2057c7e9-c2a6-4883-900f-fa90b1ae2a88,WBAFR9C56DD512790,Dodge,Dakota,2001,Goldenrod
eda0e7b9-7d03-4c09-a135-b380d67973e3,JM1NC2EF5A0402006,Ford,Taurus X,2008,Purple
5144ca59-a554-4070-8cbb-4d09fc193b5b,TRURD38J091148480,Subaru,Justy,1988,Crimson
9b96723a-2560-4143-9b59-e77b814e0a71,2G4G05GV6B9758832,BMW,525,2003,Red
b6313a06-0810-41eb-828b-c32ca0bca14b,WBAFZ9C58CC486049,Toyota,Avalon,1996,Indigo
8a2dc8b9-2e14-48b7-b943-8a71aadd955f,WBAEW53403P300971,Ford,Freestar,2007,Purple
0ec68c10-a9be-4f56-8bb0-b3372e145b6d,1D7RE5GK3AS820369,Studebaker,Avanti,1963,Aquamarine
858038db-dca7-4b94-a2f1-a0ff5ca60173,1FAHP2D85FG624344,Chevrolet,2500,1995,Indigo
21f636f2-cd49-4e14-b2e8-bafb72e3bf4b,WVGEF9BP3ED410385,Ford,F250,1996,Turquoise
86f9d4a8-70eb-407a-85b6-34b48cd5a1d0,5J6TF2H58DL023578,Jeep,Grand Cherokee,2002,Indigo
ecd65191-9041-45ea-aefa-ca7289e3ee78,KNADH4A31B6893464,Lexus,IS F,2009,Green
2643e892-cd85-4fd5-b3c4-38045405172f,1C3CDZCB0EN576740,Chevrolet,Cavalier,1999,Orange
6ae176aa-46e1-419c-8c00-1aee6d5e6961,1G6DH8E59D0727692,Mercedes-Benz,SL-Class,2006,Blue
b66d0433-0acd-46e0-aeff-adfa66f7d693,19UUA65596A506792,Pontiac,6000,1983,Green
d35e706b-506b-4e30-9b24-7128b031b8dc,WAUJF98K99N137092,Jeep,Wrangler,2012,Pink
82aefb3a-4df3-4f49-b557-74bf1b3816eb,1G4CU541124023571,Oldsmobile,Silhouette,1996,Indigo
838b4c60-7f94-4d36-83f9-8643b2ca260a,JH4CL95806C759079,MINI,Cooper,2007,Crimson
09b1cfba-0852-4fa2-9c4f-2fa831e29bf8,JTEBU5JR2C5054765,Lotus,Esprit,1999,Orange
db3a1241-8029-4df5-a7c4-a489e2eaf825,3D4PG4FB3BT685629,Honda,Insight,2003,Puce
aa5c7cbb-ccde-466b-89d3-49b4a648eefa,3N1CN7AP7FL146171,Chevrolet,Prizm,1999,Red
4d57c667-57f1-4304-a79d-1ff831fff44b,WAUPN94E28N733155,Cadillac,Escalade EXT,2012,Mauv
2537e902-adc5-4cba-b530-54e254da9bfc,19VDE1F73DE563692,Land Rover,Discovery,2002,Blue
c970516b-ba88-4603-ae6d-eb7dc33587c5,2C3CCAKG3FH157874,Ford,E-Series,1988,Blue
81f611c6-1a08-486d-99bc-b057ff054456,3D73Y4CL7AG474744,Mazda,Protege,1997,Pink
851a0881-8745-48e2-bc66-c77aa5c9fa60,SCBBP93W29C412010,Pontiac,Grand Prix,1997,Aquamarine
530cdd59-40ce-477e-80ba-9b35ca86b430,2G4GV5GV9C9523554,Nissan,Pathfinder,2010,Green
dfe6962c-306d-4513-ad91-08679e867739,WAUUL68E95A721413,Kia,Rio5,2008,Pink
24a7e6db-99e3-4f8a-9da3-e298ae4d684e,WBXPA93444W413625,Dodge,Grand Caravan,1999,Fuscia
41fc1153-7398-4a13-b3ad-9e7f24ad6e7e,1GYFC23229R808606,Buick,LeSabre,1989,Purple
ec6443da-d1fd-44b5-ad07-69476c2c30b3,3N1CE2CPXFL152594,Hyundai,Elantra,1998,Green
8ce4f414-8d94-4571-89b7-73e2e4a57747,WAUEH98E37A946131,Mercedes-Benz,S-Class,1990,Crimson
debacec4-2caa-44c0-92cd-419c9c734d11,JH4NA21633T246818,BMW,5 Series,1999,Fuscia
5ec31ca2-5d98-4dd9-8409-90e20829514e,5UXFF0C54AL472684,Dodge,Viper,1998,Blue
f0031d85-4adf-40d2-8650-62cc17b9d849,WDDEJ7GB9DA687357,Dodge,Dakota Club,1997,Turquoise
b2ae55ee-70cd-46d9-8902-a47b9aa63784,WA1CFAFP9BA329664,Mazda,Mazdaspeed 3,2012,Blue
66950511-3f3a-405e-aa30-8d77d2c0dded,1C6RD7JT2CS594460,Volkswagen,Golf,1994,Violet
3bd5a934-27d8-47c2-9f61-ec39b663fb97,WP0AB2A94AS419319,Volkswagen,Corrado,1991,Indigo
866489d9-85ad-42f1-82ad-21a61b443fb6,WBA1F5C53EV161473,Chevrolet,1500,1996,Green
bc600748-e58f-4857-9c9a-5a79cf3391dc,KL4CJESB6FB870090,Volkswagen,Passat,1986,Pink
2032e13a-6c3a-4276-9dcd-687e0eb28dfe,19UUA76558A764251,Spyker,C8 Spyder,2004,Violet
d383a307-fc86-4ffe-8f37-b1e1300ca57c,1J4AA2D1XBL850567,Honda,S2000,2004,Violet
593de640-378c-4ec9-9b9f-ff130417601b,3FA6P0LU4ER963288,Mercury,Topaz,1991,Crimson
ba2d7d62-546b-4352-8fec-4cb533a51b91,5GAKVDKDXDJ162088,GMC,Savana,2008,Purple
ad8add14-161e-4b69-a44e-11c98cb0d8e6,WBAHN83576D523721,Ford,Ranger,1991,Purple
ea4b4752-34d6-4426-9a52-af41cb7f4982,1HGCP2E71AA623313,Ford,F350,1996,Teal
076facde-1aa1-488b-80e6-87e0a940fe7d,1G6KF54904U337539,Land Rover,Discovery,1999,Yellow
8d018392-112e-401a-a06b-c1ea563a0714,WBA3D3C57EF463670,Pontiac,Firefly,1988,Crimson
7f948d32-0cb4-4547-ae02-4df4d3aa82fe,WDDPK4HA4CF565520,Ford,Mustang,1968,Aquamarine
c1096cc3-65e9-41db-a77c-59a7daf7d385,WBA3N3C57EF258900,Hyundai,Tucson,2007,Yellow
257f5f7d-d35b-40c4-b0a6-b624921cfbb9,WBS3R9C52FF483259,Mitsubishi,Mirage,1985,Khaki
eb1feb62-09c7-4c33-b56e-f1218ccd3aaf,SALME1D43CA461741,Audi,RS4,2007,Khaki
dc5a742f-d906-491c-b8a2-01ecd66cfed7,4A31K5DF7BE852004,Honda,Accord,1995,Purple
b638fa76-9b8a-4f5c-bf42-67cfe203a0e7,1FTEW1CW7AF213713,Volvo,S80,2001,Khaki
ea25eeec-8bd5-4640-8c7a-934129ed5bdb,1GYS4AEFXDR639224,Mitsubishi,Mighty Max,1986,Orange
542fdb8c-5ceb-47e3-929d-a3239a7e661e,1G4HE57Y66U088644,Dodge,Dakota,1997,Mauv
4f5bd3cf-3276-4092-83a3-4b1ef0b832d4,2T2BK1BA7EC085698,Ford,E-350 Super Duty,2006,Purple
470bbfd8-b88e-42a1-98d9-274578eeb39a,JTDZN3EU0E3160715,Nissan,350Z,2004,Crimson
7589198a-a7e1-47fe-b0b0-6c30a5df6722,WAUML64B12N208060,Chrysler,Cirrus,1999,Indigo
081edc77-9f3e-4f73-80d3-bbfbd67d42ef,JN1AV7AP3FM662377,GMC,3500 Club Coupe,1997,Maroon
ca47de54-9a94-40c9-adba-b8f802096339,1GYS3TKJ2FR391349,Chevrolet,Blazer,1997,Yellow
bf9f2c0d-f3a4-42c6-aba7-9ea4bfe015fd,JN8AE2KP4F9779164,Audi,90,1991,Purple
484d1aa8-50f8-4a1a-b4c6-218a343c09bd,WAUDH98E86A824164,Ford,E-Series,1988,Turquoise
6e2217db-d8f1-4288-9afa-106de4b2c22f,1N6AA0ED3FN104357,Mercedes-Benz,M-Class,2004,Teal
1102adec-0cdb-40be-b512-828598c8d93a,KNADH5A31A6534071,Acura,CL,1998,Violet
ecd09e3f-5238-4016-ac23-2bdf65d9ce0c,JN1BJ0HR1FM897021,Toyota,TundraMax,2007,Teal
3da952fd-bd43-43ab-af3d-9f0a8e97098f,WAULFAFH1DN365386,Bentley,Continental GTC,2008,Indigo
ca546852-a192-4401-bf7f-8269942e9b22,WAUSH94F97N486340,Mercedes-Benz,S-Class,1989,Orange
d100d3f6-3e9f-4345-a060-b1f21471dceb,1GYFK23239R825207,GMC,Savana 1500,2000,Blue
8263a3c5-d92e-4922-aeba-7bff0f1a7bdc,1C6RD6NT4CS883179,Saab,9-7X,2008,Maroon
c18cbe51-0a6e-4580-ad34-8f8384ca89fe,WAUVFAFR3CA629926,Geo,Tracker,1993,Mauv
fa94b22d-e9da-432e-8709-2fd53bae0e1b,1GYS4JEF2DR243952,Land Rover,Range Rover,1994,Purple
904a1bd7-4218-410e-9da1-798457c7dd76,2G61S5S33D9988425,Hyundai,Accent,2009,Puce
151a5e1f-ae53-4a1a-bca9-68a622887dcd,YV1672MK2C2750502,Ford,Taurus,1987,Blue
e466c23f-2bec-435e-884b-d0ffb09c21f2,WAUBVAFA9AN587283,Dodge,Grand Caravan,2007,Puce
13ef8a7f-262e-4b85-8ffc-c5815bd9418e,2FMDK4AC5AB983357,Lincoln,Navigator L,2009,Crimson
90659249-476f-486c-ab93-153260392d5e,JM1NC2JF2D0551287,Toyota,Echo,2002,Turquoise
673ce129-1a74-4b1d-858a-aa691d1f0e76,SCBDP3ZA9AC917175,Subaru,SVX,1993,Green
bab2c58e-5985-4757-afa8-6866a924325b,2C3CCABG6FH122374,Chevrolet,SSR,2006,Red
cd21ed05-9232-4792-80fa-af7adecf1939,5FRYD4H23EB915386,Saab,9000,1993,Blue
76837e02-921d-4b60-9e98-0bb88395c03f,1FMJK1H5XEE065560,Ford,Escape,2006,Red
89c66ff1-494f-4790-97d5-d0d30e48f65f,1YVHZ8BH0A5061356,Mercury,Milan,2010,Green
bf9e9da7-14a5-440f-9f3e-6cb210da79e7,WAUEF78E16A909877,Bentley,Continental Flying Spur,2009,Mauv
ff0785d0-e98d-4ae4-9870-74674d0b517a,3C6LD5BT3CG844045,Spyker,C8 Spyder,2004,Yellow
228be38e-d4b4-4365-a0d0-9deeaf64a28f,1B3CC4FB1AN967050,Nissan,300ZX,1992,Goldenrod
ac843d6a-b78b-4416-b03c-5129860cbf5d,1N4AL2AP9AN375334,Volvo,V70,2005,Orange
b8efe041-4f9c-47f3-9b3f-942e6f198b78,JTEBU5JR0B5236026,Aston Martin,Vanquish S,2006,Green
7528081a-623b-432a-b18f-988e0ac1f47f,4USBU53506L728811,Chevrolet,Express 2500,2003,Mauv
14d9fcae-55c6-4fc5-968b-eb34213cbf16,WAUDFAFL4EN982064,Subaru,Impreza,2000,Fuscia
69af1e28-af59-4817-ad5d-a4494cae1150,1D4PT7GX3AW801783,Dodge,Grand Caravan,2012,Indigo
fdf6d7b1-3177-415a-9dd6-e501b4dae57b,JM1NC2EF9A0967682,Isuzu,Axiom,2003,Goldenrod
141e3cee-7ef6-49f7-b2cc-f00275226515,WBA1F7C58FV681049,Oldsmobile,Ciera,1994,Teal
d07b22e7-6f36-45dd-9913-de67db2d92e7,2C3CCABG7EH699834,Subaru,Forester,2003,Aquamarine
afe1ef61-7c46-438b-9636-45ba4ddbdaa0,1C3CCBBB3EN008154,Honda,Accord,1991,Violet
0669f46c-851a-4783-8864-eb3ccbcebd06,SCBBB7ZH4EC483571,Cadillac,STS,2011,Green
30d60711-a712-40fb-b57e-295f238057c7,4A31K5DF1CE860813,Suzuki,Esteem,1998,Green
848ce4f8-d9c8-4b01-8293-21525fb7330c,WAUJT64B24N503836,BMW,3 Series,2011,Blue
f0f4aa9c-2575-4d94-b95e-d2fd7a187a03,WAUUL58EX5A012211,Chevrolet,Venture,1998,Goldenrod
aec7096f-11db-45fd-8397-2e48ac6c6948,JN1CV6EKXEM570196,Mercury,Mariner,2009,Teal
ae8c0f0e-a00b-4735-87f0-1489e996f6f6,WAUFEBFMXCA010578,Dodge,Dakota,1992,Aquamarine
99b991a2-c743-4e15-83b3-f6704189a770,1GTC5LF95C8972057,BMW,X3,2009,Fuscia
363b73e0-4bbb-4fc1-82b6-3a5051939fe3,4T1BD1FK1CU047588,GMC,Sonoma Club Coupe,1995,Purple
a5509046-495c-4a73-9a3c-c40bc0a09b34,5N1AN0NW2FN999540,Lincoln,Mark VIII,1995,Aquamarine
4dbbdb9e-a2e4-477d-bedc-ba6f021dc479,JH4KB16657C470519,Mazda,323,1995,Teal
b921dd8d-0b72-4e91-8e45-6ed482a6be65,WBASP4C50BC513508,Lotus,Elan,1991,Mauv
cade753d-8855-4538-9d8f-760587793b7d,WAULT68EX4A693244,BMW,8 Series,1994,Red
7213213e-4fc0-4303-a9be-43fd570ba040,WBAUN135X8V641586,Dodge,Dakota Club,2001,Indigo
60a29775-6d32-4358-acf2-fcd8ebba44b2,1HGCR2E58DA924853,Lotus,Esprit,1987,Yellow
85510f8c-00b2-4b42-8a5a-463ce2fb7d81,1G4GG5G36DF937456,Land Rover,Range Rover Sport,2008,Indigo
825aff0d-57fc-4cd4-85c8-144c4efca067,JH4KB16538C664457,Nissan,Frontier,2010,Pink
eba75d89-e627-4933-b250-de65bfa24b8c,KNDKG3A20A7941205,Maybach,57,2011,Maroon
090b2e0a-d56f-49a9-816f-de742e0f6add,WA1AY74L09D227344,Buick,Skyhawk,1984,Blue
7770c7f1-aef9-4b69-9c4a-fdda85a7569c,2B3CA4CD2AH979132,Audi,TT,2011,Aquamarine
a2866a16-5aee-423c-a7be-87716ffdf56a,3D7JB1EP6BG725973,Mercedes-Benz,500SEL,1992,Puce
27936d79-d98f-41f3-956a-ede06d03e131,WBAKF3C58CE664924,Holden,Monaro,2004,Goldenrod
1cd40297-2532-4220-93ce-0841fb50be65,WAUAT48H25K058021,Pontiac,Grand Prix,1976,Violet
d48e89bf-3266-4aa4-bf6b-80bf685ff238,WBXPA93455W018161,Infiniti,G,1992,Goldenrod
52b611cd-ac6a-46d7-b3c8-18fcf5347aa0,5UMBT93598L603482,Volkswagen,Scirocco,1984,Turquoise
e7b9e4b9-b4dd-4702-9f3e-279cb6c30d56,1FTMF1CW6AK423187,Mercedes-Benz,G-Class,2007,Red
dcd18350-d760-4c71-987a-0864c72cdf1c,1GKUCGEJ9AR315030,Toyota,Celica,1994,Khaki
a6185832-4794-40de-bb46-a540b0cd990d,1G6YX36D085864431,Toyota,Corolla,2000,Purple
c4133c9d-ddaa-47d7-b30b-8aec629fa750,1GYS4CEF6BR326003,Lincoln,Navigator,2008,Blue
b4758c45-e766-43e2-a93a-fe701346bc0b,1G4CW54K914103590,Volkswagen,R32,2004,Mauv
c7759fa9-0aa6-4183-a77e-e924872eaff6,1G4PT5SV0E4547728,Hyundai,Sonata,1995,Fuscia
d184cdde-6597-42ca-bb8f-9d935572ec74,WBALX3C55CD435320,Volkswagen,Tiguan,2012,Goldenrod
e117c834-b49c-4f96-a114-16e173b4d12b,JN8CS1MU8DM886484,BMW,M Roadster,2008,Puce
6340cfab-6812-4338-b2dd-dd978a5fddd1,WBAEN33444P893095,Toyota,Venza,2012,Crimson
e53f372d-77fb-495f-95a5-999ba07bd4a2,1GD21ZCG2DZ019035,Ford,EXP,1988,Aquamarine
62ee0024-f96a-49d6-a879-283c6c47cb5b,JN8AE2KP0C9761840,Subaru,Impreza,2009,Maroon
fa4a3d13-9305-4865-8639-3da0e6b280f4,WBAEH73465C716202,BMW,7 Series,1994,Teal
11b07c5c-2af4-45e6-b7e1-66a237cb6126,WAUFFAFL8EN881604,Ford,Ranger,1998,Goldenrod
4d017592-5192-49f9-b3d4-4a30f4103e15,3GYFNCEY5BS145486,Kia,Mohave/Borrego,2009,Goldenrod
15d5baad-183e-4698-b92a-ce5bac73a9d7,4JGCB2FE0BA505535,Scion,tC,2012,Crimson
40fabd63-4026-40de-a9fb-168afc576ced,WBAAX134X5P395661,Mitsubishi,Lancer Evolution,2003,Khaki
5abe7cdd-e5c7-480b-b104-9698954f7924,JN8AS1MU4AM696717,Dodge,Durango,2009,Fuscia
0c830d3a-8b8e-4856-a3a3-6750b6f6bb36,1FTEW1CF7FK603919,Chevrolet,Camaro,1997,Teal
9c457c2f-9dc1-46b2-a640-f66a0be0e10f,WAUUFAFH3BN872839,Mitsubishi,Chariot,1985,Green
be6b2f75-c839-4cdf-a36e-d1bc36967e36,SALME1D48CA244847,Lincoln,MKS,2012,Goldenrod
867bd93b-4fa5-466b-a15d-cd11d8a5c841,1GYS4LKJ2FR060834,Mitsubishi,Galant,2005,Orange
050cd20f-b4d0-489b-9a4c-983da6c4350d,3N1CN7AP9EL208944,Chevrolet,Silverado 3500,2005,Yellow
efa20620-3232-4817-bd3a-50b260e5e57b,1GKMCAE36AR929838,Audi,4000,1987,Khaki
fcc0a22c-2f25-4f7b-8ec1-e24cb36c2034,1N6AA0CC3CN013871,Mazda,626,1997,Puce
0ee77a15-13fb-44c8-b298-e2d0e1e442b5,WBADN63431G225362,Nissan,Pathfinder,2005,Orange
26caa82c-7680-4459-b05e-636f1fa12c47,3C6JD7DP2CG677079,Chevrolet,Traverse,2012,Pink
81ef60b9-be7a-4579-9371-f135d2e63ca2,2LMHJ5AT3CB075879,Chevrolet,Tahoe,1999,Violet
a9d73b54-6b0c-4ed7-ac34-582d07266c5d,WAULD64B72N003349,Hyundai,Tiburon,2004,Khaki
836b33ce-07e2-4664-82ed-aaad1b4936bf,1GKS1EEF1DR178098,Chevrolet,S10,1998,Khaki
b3561c5d-a30f-49bf-ab5a-f0f4bd2b5eab,TRUTC28N351622521,Nissan,JUKE,2012,Teal
9248a32a-29d2-47ac-a6cf-e724b5c020b5,JN1CV6EK9EM256815,Dodge,Ram 1500,2006,Blue
c84d1369-8544-49dd-ba64-1776f9e1d28b,2HNYD18793H962841,Dodge,Journey,2009,Teal
0a69994a-ab73-4dfd-b34d-005f5de9bba0,5J6TF2H51DL107208,Pontiac,Trans Sport,1991,Red
c4046676-a5ef-4def-8bc3-bb63db6130f5,WBA3B3C54FJ345659,Porsche,Cayenne,2005,Fuscia
fff220ad-c287-4c6b-b479-bce9ba2fc361,WAUHF78P28A234719,BMW,X6,2013,Green
cb78a47c-4374-44b2-9e6e-aff5654c3614,WAUJC58E95A906901,Maserati,Biturbo,1986,Green
95a8a428-017b-4ccc-93cd-3a40228e35b9,2T1BURHE8EC414206,Chevrolet,Monte Carlo,2006,Orange
43dca0f2-9531-46c3-9c51-db6d1b88edd7,JN1CV6AP9DM230750,Ford,Escape,2010,Puce
9458ffc9-b0db-4984-b384-666c09d131b0,1FTEW1CW9AK088172,Chevrolet,Silverado 3500,2010,Aquamarine
1761ca58-5f5b-473a-91bf-c146116b8ab8,WAUDGBFL8AA462924,Oldsmobile,98,1995,Puce
3c1b4549-855e-4e63-b12a-a9ca516dac92,1C4AJWAGXFL264933,Toyota,Sienna,2011,Orange
df39f186-d895-4181-93f4-b1efdce79b72,TRUWX28N021120630,Mazda,626,1983,Goldenrod
f712aa82-8b64-48bc-98e6-b22382a98a67,5J8TB3H57GL709852,Volkswagen,GTI,1999,Yellow
f200cebd-d007-42f4-8a72-7e209208d1fe,1G6DL5E39D0808476,Plymouth,Colt Vista,1993,Teal
b35e9e0a-4eb3-4920-b1bf-064c5a628361,WAUJC68E24A614138,Spyker,C8,2007,Yellow
0b0ee515-851f-46b3-8e57-fc3d5ba04f1b,WAULC68E42A050871,Mitsubishi,Montero,1995,Aquamarine
b46c6540-7e5b-4592-862b-f81568347287,WAULT68E75A078751,Volkswagen,Golf,1990,Crimson
042593d2-85f7-42d0-959f-ed4c7e66b8a5,1FMJU1F55AE821450,Toyota,Supra,1993,Crimson
6f099cd1-7220-47cc-bc7f-28a0aac1ec4e,WVGAV3AX4EW742114,Oldsmobile,Silhouette,1998,Fuscia
49af5190-4a82-4061-9b1b-b2ad8a1c0242,1GD322CG8EF144276,Mazda,CX-9,2012,Maroon
fc570001-2e00-4e7c-b36e-29ae5e5fd7da,4F2CY0C76AK306026,Cadillac,Escalade ESV,2006,Green
0b39d76a-31e0-4e31-9c8d-c001428b3915,WA1YD54B25N599438,Mitsubishi,Pajero,2002,Crimson
712c2c26-fd18-40d5-b27f-c77ae80553c6,KMHTC6AD5DU575021,Chevrolet,Sportvan G20,1993,Turquoise
09426cc2-dd52-40af-b649-40a136fa6777,5N1AA0NC8FN139465,GMC,Envoy XUV,2004,Teal
860000f4-55a1-45b8-b424-5316ed1554a1,WBANV9C52AC029483,Lexus,SC,2000,Teal
ccc7efde-90ec-45a5-b7a2-b6ad37393b81,WDBSK7AA6CF309085,Lexus,ES,2008,Green
a866d3d0-b621-4767-ad0c-1bbccbbb6e47,1GD422CG0EF502734,Mitsubishi,Lancer,2012,Fuscia
8568b834-555c-4f26-b4c6-28c81ef8863d,3FADP0L35BR843963,Oldsmobile,LSS,1999,Turquoise
6d8f10a8-08c6-4b42-b2eb-5a6113b2b072,JH4CW2H50BC040618,Volvo,V70,2002,Violet
c7ac19b7-5aa7-4a72-ad60-0f5bdc3f7953,WAUEG94F26N197914,Mercedes-Benz,M-Class,2003,Red
16fc362a-6a2e-4fee-bd3e-8b3202f3b033,WAUBF48H08K980514,Saturn,Relay,2006,Green
3a5a9c2f-2674-42f1-98c8-74c43ce2fe9a,1C4AJWAG1EL526370,Saab,900,1998,Turquoise
8a7893f9-cec3-4026-8104-132b1c5f5014,JN8AF5MV6FT413770,Honda,Pilot,2006,Violet
05c7a95a-31f1-4e86-893d-8a2ff28690bc,4A31K3DT4BE830407,Cadillac,DeVille,1997,Goldenrod
4baed902-a537-4239-b714-b39a4ca6d5df,ZFF75VFA8F0120216,Mercedes-Benz,E-Class,2001,Orange
640b8e88-b077-4dcd-add0-ef67e5b396ce,5UXFG4C55AL805947,Lexus,GX,2006,Red
7f26994b-3f12-4d97-b806-899c79b35e8d,WAULD54B12N971585,Dodge,Ram Wagon B350,1993,Teal
54c7de1c-1e57-4a55-a2f1-98f6a376342a,1G6YX36D195249520,GMC,Sonoma Club Coupe,1998,Fuscia
f40590ef-5a97-420d-b8d4-45a419351f8c,JA4AP3AU0CZ122290,Kia,Rondo,2007,Indigo
8775629d-a396-40e5-a3de-54021fe9388d,WBA3B9C52FJ077729,Mazda,Miata MX-5,2010,Maroon
fec8e409-47ba-4776-9b6c-c5382941a08b,2LMHJ5AT8EB779921,Pontiac,Grand Am,1991,Pink
67c9721f-2813-454e-bd65-9aab372d5ec8,1FMJK1H51DE751503,Chevrolet,Suburban 1500,2004,Turquoise
